raw_symptoms,symptom_categories,body_parts_affected,severity_indicators,temporal_indicators,symptom_descriptions,symptom_count,has_multiple_symptoms,urgency_score,listed_symptoms,case_id,species,age
"['swollen', 'swollen']","['musculoskeletal', 'ocular']","['ears', 'ear']",['moderate'],['yesterday'],"['hamster defecating', 'we come immediately']",2,True,1.0,"['swollen face', 'moderate bleeding', 'difficulty defecating']",634,hamster,2.5
"['diarrhea', 'discharge']","['gastrointestinal', 'ocular']","['ears', 'ear']",[],['yesterday'],['advise urgency'],2,True,1.0,"['diarrhea', 'ear discharge']",635,guinea pig,5.6
"['scratch', 'scratching', 'red']","['dermatological', 'ocular']","['ears', 'ear']",['mild'],['yesterday'],[],3,True,1.5,"['grooming required', 'mild scratching']",636,dog,2.6
"['pant', 'panting', 'scratch', 'scratching']","['respiratory', 'dermatological']","['ears', 'ear']",['mild'],['days'],[],4,True,2.0,"['excessive panting', 'mild scratching']",637,dog,17.6
"['cough', 'coughing']",['respiratory'],[],['mild'],['days'],"['going for', 'we come immediately']",2,True,1.0,['mild coughing'],638,rabbit,3.8
[],[],"['nail', 'ear']",[],['days'],"['hamster experiencing trimming', 'advise urgency']",0,False,0.0,['nail trimming needed'],639,hamster,2.0
['discharge'],['ocular'],"['ears', 'ear']",[],['days'],['going for'],1,False,0.5,['ear discharge'],640,dog,19.0
"['cough', 'coughing', 'diarrhea', 'appetite', 'limp', 'limping']","['respiratory', 'gastrointestinal', 'musculoskeletal']","['ears', 'ear']",['mild'],['today'],[],6,True,3.0,"['diarrhea', 'minor limping', 'mild coughing', 'loss of appetite']",641,guinea pig,6.5
"['breath', 'red']","['respiratory', 'ocular']","['ears', 'ear']",[],['days'],['going for'],2,True,1.0,"['grooming required', 'bad breath', 'vaccination due']",642,bird,14.0
[],[],[],[],['today'],['advise urgency'],0,False,0.0,['routine checkup'],643,dog,14.5
"['sneezing', 'drinking', 'eye', 'discharge', 'behavior']","['respiratory', 'gastrointestinal', 'ocular', 'behavioral']","['ears', 'ear', 'eye']",[],[],['just started ago'],5,True,2.5,"['minor eye discharge', 'drinking more water than usual', 'sneezing', 'sudden behavior change']",644,guinea pig,2.7
['behavior'],['behavioral'],['ear'],[],[],"['rabbit experiencing vaccination', 'advise urgency']",1,False,0.5,"['vaccination due', 'behavioral consultation', 'dental cleaning inquiry']",645,rabbit,2.4
"['unconscious', 'scratch', 'scratching']","['neurological', 'dermatological']","['ears', 'ear']",[],['yesterday'],[],3,True,3.0,"['excessive scratching', 'unconscious']",646,cat,8.3
"['diarrhea', 'drinking', 'eye', 'discharge']","['gastrointestinal', 'ocular']","['ear', 'eye']",[],['days'],"['going for', 'advise urgency']",4,True,2.0,"['diarrhea', 'ear discharge', 'drinking more water than usual', 'minor eye discharge']",647,bird,1.6
"['cough', 'coughing', 'sneezing', 'scratch', 'scratching', 'discharge']","['respiratory', 'dermatological', 'ocular']",['ear'],['mild'],[],['hamster experiencing coughing'],6,True,3.0,"['mild coughing', 'sneezing', 'excessive scratching', 'ear discharge']",648,hamster,7.2
[],[],['ear'],[],[],"['cat experiencing poisoning', 'advise urgency']",0,False,0.0,['poisoning suspected'],649,cat,4.3
"['scratch', 'scratching', 'eye', 'discharge', 'lethargy']","['dermatological', 'ocular', 'behavioral']","['ears', 'ear', 'eye']",[],['days'],['going for'],5,True,2.5,"['excessive scratching', 'lethargy', 'minor eye discharge']",650,guinea pig,2.8
"['limp', 'limping', 'behavior']","['musculoskeletal', 'behavioral']","['ears', 'ear']",[],[],['we come immediately'],3,True,1.5,"['behavioral consultation', 'weight management consultation', 'minor limping']",651,rabbit,4.0
"['vomit', 'vomiting', 'scratch', 'scratching', 'lethargy']","['gastrointestinal', 'dermatological', 'behavioral']","['ears', 'ear']",[],[],['we come immediately'],5,True,2.5,"['excessive scratching', 'vomiting', 'lethargy']",652,guinea pig,2.6
"['breath', 'bloat', 'bloated', 'abdomen', 'scratch', 'scratching']","['respiratory', 'gastrointestinal', 'dermatological']",['abdomen'],['mild'],['days'],[],6,True,5.0,"['bad breath', 'mild scratching', 'bloated abdomen']",653,bird,11.6
"['vomit', 'vomiting', 'scratch', 'scratching']","['gastrointestinal', 'dermatological']","['ears', 'ear']",[],['days'],['going for'],4,True,2.0,"['excessive scratching', 'vomiting']",654,rabbit,13.6
"['drinking', 'limp', 'limping', 'scratch', 'scratching', 'eye', 'discharge', 'squint', 'squinting']","['gastrointestinal', 'musculoskeletal', 'dermatological', 'ocular']","['ears', 'ear', 'eye']",[],['days'],['we come immediately'],9,True,4.5,"['minor limping', 'excessive scratching', 'drinking more water than usual', 'ear discharge', 'eye discharge with squinting']",655,dog,15.0
"['cough', 'coughing', 'diarrhea', 'urinating', 'frequent']","['respiratory', 'gastrointestinal', 'urinary']",[],['mild'],['days'],[],5,True,2.5,"['mild coughing', 'urinating more frequently', 'diarrhea']",656,rabbit,7.5
"['vomit', 'vomiting', 'appetite', 'lethargy']","['gastrointestinal', 'behavioral']","['ears', 'ear']",[],[],"['scottish fold cat with', 'just started ago']",4,True,2.0,"['loss of appetite', 'vomiting', 'lethargy']",657,cat,1.1
"['diarrhea', 'drinking', 'limp', 'limping', 'lethargy']","['gastrointestinal', 'musculoskeletal', 'behavioral']","['ears', 'ear']",[],[],"['just started ago', 'we come immediately']",5,True,2.5,"['minor limping', 'diarrhea', 'lethargy', 'drinking more water than usual']",658,hamster,6.8
"['urinating', 'frequent']",['urinary'],[],[],[],"['just started ago', 'advise urgency']",2,True,1.0,['urinating more frequently'],659,hamster,1.7
"['vomit', 'vomiting']",['gastrointestinal'],['ear'],[],['yesterday'],['bird experiencing'],2,True,1.0,['vomiting blood'],660,bird,6.0
['behavior'],['behavioral'],"['ears', 'ear']",[],[],[],1,False,0.5,['behavioral consultation'],661,cat,2.7
['appetite'],['gastrointestinal'],"['ears', 'ear']",['moderate'],[],"['just started ago', 'advise urgency']",1,False,0.5,"['loss of appetite', 'moderate bleeding']",662,bird,13.6
"['sneezing', 'vomit', 'vomiting', 'seizure', 'eye', 'discharge', 'urinating', 'frequent']","['respiratory', 'gastrointestinal', 'neurological', 'ocular', 'urinary']",['eye'],[],['today'],['advise urgency'],8,True,5.0,"['minor eye discharge', 'sneezing', 'vomiting', 'urinating more frequently', 'seizures']",663,cat,9.9
"['drinking', 'limp', 'limping', 'eye', 'discharge']","['gastrointestinal', 'musculoskeletal', 'ocular']","['ears', 'ear', 'eye']",[],[],['just started ago'],5,True,2.5,"['drinking more water than usual', 'minor eye discharge', 'ear discharge', 'minor limping']",664,bird,2.7
"['sneezing', 'appetite', 'eye', 'discharge']","['respiratory', 'gastrointestinal', 'ocular']","['ears', 'ear', 'eye']",[],['days'],['advise urgency'],4,True,2.0,"['sneezing', 'minor eye discharge', 'ear discharge', 'loss of appetite']",665,cat,4.5
"['cough', 'coughing', 'swollen', 'swollen']","['respiratory', 'musculoskeletal', 'ocular']","['ears', 'ear']",['moderate'],['yesterday'],[],4,True,2.0,"['moderate bleeding', 'swollen face', 'persistent coughing']",666,hamster,11.4
['behavior'],['behavioral'],"['ears', 'ear']",[],[],['just started ago'],1,False,0.5,['sudden behavior change'],667,dog,7.1
"['limp', 'limping', 'scratch', 'scratching', 'lethargy', 'urinating', 'frequent']","['musculoskeletal', 'dermatological', 'behavioral', 'urinary']","['ears', 'ear']",[],[],[],7,True,3.5,"['minor limping', 'lethargy', 'excessive scratching', 'urinating more frequently']",668,bird,14.7
"['breath', 'behavior']","['respiratory', 'behavioral']","['ears', 'ear']",[],['yesterday'],['we come immediately'],2,True,1.0,"['bad breath', 'behavioral consultation', 'vaccination due']",669,dog,9.5
"['cough', 'coughing', 'sneezing', 'vomit', 'vomiting']","['respiratory', 'gastrointestinal']",['ear'],['mild'],['days'],['cat experiencing vomiting'],5,True,2.5,"['vomiting', 'mild coughing', 'sneezing']",670,cat,2.9
"['seizure', 'unconscious']",['neurological'],"['gum', 'ears', 'gums', 'ear']",[],[],['advise urgency'],2,True,4.0,"['seizures', 'poisoning suspected', 'unconscious', 'pale gums']",671,rabbit,7.3
[],[],['nail'],[],['days'],"['going for', 'we come immediately']",0,False,0.0,['nail trimming needed'],672,cat,11.8
"['urinating', 'frequent']",['urinary'],"['ears', 'ear']",[],['days'],['going for'],2,True,1.0,['urinating more frequently'],673,cat,13.5
"['vomit', 'vomiting', 'limp', 'limping', 'discharge']","['gastrointestinal', 'musculoskeletal', 'ocular']",['ear'],[],['days'],[],5,True,2.5,"['ear discharge', 'minor limping', 'vomiting']",674,rabbit,2.1
[],[],"['ears', 'ear']",[],[],"['just started ago', 'advise urgency']",0,False,0.0,['dental cleaning inquiry'],675,dog,6.5
['breath'],['respiratory'],"['ears', 'ear']",[],[],"['just started ago', 'advise urgency']",1,False,0.5,"['bad breath', 'dental cleaning inquiry']",676,bird,6.5
"['cough', 'coughing', 'swollen', 'swollen']","['respiratory', 'musculoskeletal', 'ocular']","['ears', 'ear']","['severe', 'moderate']",['days'],"['going for', 'advise urgency']",4,True,3.0,"['persistent coughing', 'moderate bleeding', 'difficulty defecating', 'swollen face', 'severe bleeding']",677,bird,3.6
"['eye', 'discharge', 'squint', 'squinting']",['ocular'],"['ears', 'ear', 'eye']",[],['yesterday'],[],4,True,2.0,['eye discharge with squinting'],678,dog,10.4
"['breath', 'scratch', 'scratching']","['respiratory', 'dermatological']",[],['mild'],['yesterday'],[],3,True,1.5,"['mild scratching', 'bad breath']",679,cat,8.3
"['sneezing', 'limp', 'limping', 'scratch', 'scratching', 'eye', 'discharge']","['respiratory', 'musculoskeletal', 'dermatological', 'ocular']","['ears', 'ear', 'eye']",[],['yesterday'],[],7,True,3.5,"['excessive scratching', 'sneezing', 'minor eye discharge', 'minor limping']",680,rabbit,12.4
"['drinking', 'limp', 'limping', 'scratch', 'scratching', 'discharge']","['gastrointestinal', 'musculoskeletal', 'dermatological', 'ocular']","['ears', 'ear']",[],['days'],[],6,True,3.0,"['minor limping', 'excessive scratching', 'drinking more water than usual', 'ear discharge']",681,guinea pig,11.8
[],[],"['nail', 'ears', 'ear']",[],['days'],[],0,False,0.0,"['nail trimming needed', 'weight management consultation']",682,guinea pig,7.3
['behavior'],['behavioral'],"['ears', 'ear']",[],['days'],['going for'],1,False,0.5,['behavioral consultation'],683,guinea pig,2.5
"['injury', 'eye', 'vision', 'urinate']","['musculoskeletal', 'ocular', 'urinary']","['ears', 'ear', 'eye']",['severe'],['today'],[],4,True,3.0,"['unable to urinate', 'poisoning suspected', 'severe bleeding', 'eye injury with vision loss']",684,cat,7.5
['seizure'],['neurological'],[],['severe'],[],[],1,False,3.0,"['severe trauma', 'poisoning suspected', 'seizures']",685,rabbit,5.0
"['scratch', 'scratching', 'eye', 'discharge', 'squint', 'squinting']","['dermatological', 'ocular']","['nail', 'ears', 'ear', 'eye']",['mild'],[],[],6,True,3.0,"['weight management consultation', 'nail trimming needed', 'mild scratching', 'eye discharge with squinting']",686,dog,0.5
"['drool', 'drooling', 'limp', 'limping', 'eye', 'discharge', 'squint', 'squinting']","['gastrointestinal', 'musculoskeletal', 'ocular']","['ears', 'ear', 'eye']",['severe'],['days'],[],8,True,5.0,"['eye discharge with squinting', 'excessive drooling', 'limping severely']",687,bird,1.4
"['cough', 'coughing', 'sneezing', 'limp', 'limping', 'discharge']","['respiratory', 'musculoskeletal', 'ocular']",['ear'],['mild'],[],"['concerned discharge', 'just started ago', 'we come immediately']",6,True,3.0,"['minor limping', 'mild coughing', 'sneezing', 'ear discharge']",688,hamster,2.3
"['scratch', 'scratching']",['dermatological'],['ear'],['mild'],[],"['hamster experiencing scratching', 'just started ago', 'we come immediately']",2,True,1.0,['mild scratching'],689,hamster,2.5
"['drinking', 'behavior']","['gastrointestinal', 'behavioral']","['nail', 'ears', 'ear']",[],[],['just started ago'],2,True,1.0,"['nail trimming needed', 'weight management consultation', 'behavioral consultation', 'drinking more water than usual']",690,bird,7.0
['behavior'],['behavioral'],"['nail', 'ears', 'ear']",[],[],['just started ago'],1,False,0.5,"['routine checkup', 'nail trimming needed', 'behavioral consultation', 'vaccination due']",691,dog,6.3
"['lethargy', 'urinating', 'frequent']","['behavioral', 'urinary']","['ears', 'ear']",[],['today'],['we come immediately'],3,True,1.5,"['lethargy', 'urinating more frequently']",692,guinea pig,5.7
"['diarrhea', 'red']","['gastrointestinal', 'ocular']",[],[],[],"['just started ago', 'we come immediately']",2,True,1.0,"['routine checkup', 'grooming required', 'bloody diarrhea']",693,bird,1.5
"['drool', 'drooling', 'behavior']","['gastrointestinal', 'behavioral']",[],[],[],['just started ago'],3,True,1.5,"['difficulty defecating', 'excessive drooling', 'sudden behavior change']",694,cat,2.8
"['vomit', 'vomiting', 'diarrhea', 'drinking', 'lethargy']","['gastrointestinal', 'behavioral']",['ear'],[],[],"['bird experiencing vomiting', 'we come immediately']",5,True,2.5,"['vomiting', 'diarrhea', 'drinking more water than usual', 'lethargy']",695,bird,5.7
"['diarrhea', 'drinking', 'injury', 'scratch', 'scratching', 'hair', 'eye', 'vision']","['gastrointestinal', 'musculoskeletal', 'dermatological', 'ocular']","['ear', 'eye']",[],['days'],"['cat experiencing scratching', 'going for', 'advise urgency']",8,True,4.0,"['excessive scratching', 'drinking more water than usual', 'diarrhea', 'eye injury with vision loss']",696,cat,8.3
['red'],['ocular'],['ear'],[],['yesterday'],['hamster experiencing'],1,False,0.5,['grooming required'],697,hamster,5.3
"['red', 'behavior']","['ocular', 'behavioral']","['ears', 'ear']",[],['days'],[],2,True,1.0,"['weight management consultation', 'behavioral consultation', 'dental cleaning inquiry', 'grooming required']",698,hamster,13.0
[],[],"['gum', 'gums']",[],['days'],['going for'],0,False,0.0,"['routine checkup', 'diet advice needed', 'pale gums']",699,guinea pig,1.1
"['pant', 'panting', 'scratch', 'scratching']","['respiratory', 'dermatological']",[],['mild'],['days'],['advise urgency'],4,True,2.0,"['mild scratching', 'excessive panting']",700,dog,0.1
"['sneezing', 'drinking', 'eye', 'discharge', 'lethargy']","['respiratory', 'gastrointestinal', 'ocular', 'behavioral']","['ears', 'ear', 'eye']",[],[],[],5,True,2.5,"['lethargy', 'sneezing', 'drinking more water than usual', 'minor eye discharge']",701,bird,8.5
"['cough', 'coughing', 'appetite', 'eye', 'discharge']","['respiratory', 'gastrointestinal', 'ocular']",['eye'],['mild'],['days'],['going for'],5,True,2.5,"['loss of appetite', 'minor eye discharge', 'mild coughing']",702,hamster,4.1
"['scratch', 'scratching']",['dermatological'],[],['mild'],['days'],['going for'],2,True,1.0,"['mild scratching', 'diet advice needed']",703,bird,9.8
"['sneezing', 'drinking', 'eye', 'discharge', 'urinating', 'frequent']","['respiratory', 'gastrointestinal', 'ocular', 'urinary']","['ears', 'ear', 'eye']",[],['days'],['going for'],6,True,3.0,"['drinking more water than usual', 'urinating more frequently', 'sneezing', 'minor eye discharge', 'difficulty defecating']",704,rabbit,5.3
['behavior'],['behavioral'],"['ears', 'ear']",[],['days'],"['going for', 'we come immediately']",1,False,0.5,"['vaccination due', 'behavioral consultation', 'dental cleaning inquiry']",705,dog,1.5
"['vomit', 'vomiting', 'red', 'lethargy']","['gastrointestinal', 'ocular', 'behavioral']",['ear'],[],['days'],"['pig experiencing vomiting', 'advise urgency']",4,True,2.0,"['vomiting', 'lethargy', 'grooming required']",706,guinea pig,10.6
[],[],"['ears', 'ear']",[],[],"['just started ago', 'we come immediately']",0,False,0.0,['routine checkup'],707,rabbit,5.4
[],[],"['nail', 'ear']",[],[],['pig experiencing consultation difficulty'],0,False,0.0,"['weight management consultation', 'nail trimming needed', 'difficulty swallowing']",708,guinea pig,4.4
"['vomit', 'vomiting', 'diarrhea', 'injury', 'eye', 'vision', 'discharge', 'urinating', 'frequent']","['gastrointestinal', 'musculoskeletal', 'ocular', 'urinary']","['ears', 'ear', 'eye']",[],['today'],['advise urgency'],9,True,4.5,"['minor eye discharge', 'vomiting', 'diarrhea', 'urinating more frequently', 'eye injury with vision loss']",709,guinea pig,2.2
"['scratch', 'scratching']",['dermatological'],[],['mild'],['today'],[],2,True,1.0,"['mild scratching', 'poisoning suspected']",710,cat,1.7
"['appetite', 'drinking', 'scratch', 'scratching', 'eye', 'discharge']","['gastrointestinal', 'dermatological', 'ocular']",['eye'],[],['days'],[],6,True,3.0,"['excessive scratching', 'loss of appetite', 'minor eye discharge', 'drinking more water than usual']",711,hamster,4.8
"['diarrhea', 'scratch', 'scratching']","['gastrointestinal', 'dermatological']","['ears', 'ear']",['mild'],['days'],['advise urgency'],3,True,1.5,"['mild scratching', 'dental cleaning inquiry', 'diarrhea']",712,dog,0.1
"['scratch', 'scratching', 'eye', 'discharge', 'urinating', 'frequent']","['dermatological', 'ocular', 'urinary']","['ears', 'ear', 'eye']",[],[],[],6,True,3.0,"['minor eye discharge', 'urinating more frequently', 'excessive scratching']",713,cat,8.0
[],[],[],[],[],['just started ago'],0,False,0.0,['difficulty swallowing'],714,bird,3.8
[],[],"['ears', 'ear']",[],['days'],['going for'],0,False,0.0,"['routine checkup', 'vaccination due']",715,dog,7.9
