case_id,timestamp,species,breed,age_years,age_category,weight_kg,symptoms,description,urgency_level,urgency_score,wait_time_minutes,requires_immediate_attention,follow_up_required,previous_conditions
2248,2025-06-18T11:53:03.899373,bird,mixed,1.9,young,0.1,"['grooming required', 'bad breath', 'routine checkup']","mixed bird with grooming required, bad breath, routine checkup. Age: 1.9 years. Just started an hour ago. Please advise urgency.",low,2,64,False,True,"['ear infections', 'heart murmur']"
2249,2025-02-21T11:53:03.899381,hamster,mixed,2.0,young,0.2,"['minor limping', 'excessive scratching']","mixed hamster with minor limping, excessive scratching. Age: 2.0 years. Has been going on for 2 days. Please advise urgency.",moderate,3,37,False,True,[]
2250,2024-10-10T11:53:03.899388,bird,mixed,3.8,adult,0.1,"['mild coughing', 'excessive scratching', 'loss of appetite']","Patient is a mixed bird, 3.8 years old, presenting with mild coughing, excessive scratching, loss of appetite. Progressive over 3 days. Seems to be getting worse.",moderate,2,75,False,False,['kidney disease']
2251,2024-11-02T11:53:03.899397,dog,Pug,12.1,senior,16.0,"['vomiting', 'poisoning suspected']","My 12.1 year old Pug dog has been experiencing vomiting, poisoning suspected. Started today. Is this an emergency?",moderate,3,33,False,True,[]
2252,2025-05-15T11:53:03.899405,rabbit,mixed,14.2,senior,2.7,"['bloody diarrhea', 'difficulty swallowing', 'moderate bleeding', 'limping severely']","mixed rabbit with bloody diarrhea, difficulty swallowing, moderate bleeding, limping severely. Age: 14.2 years. Has been going on for 2 days. Is this an emergency?",urgent,5,4,True,False,"['skin condition', 'hip dysplasia', 'kidney disease']"
2253,2025-03-18T11:53:03.899413,hamster,mixed,2.2,young,0.2,"['urinating more frequently', 'ear discharge']","Patient is a mixed hamster, 2.2 years old, presenting with urinating more frequently, ear discharge. Started today. Seems to be getting worse.",moderate,3,32,False,True,[]
2254,2024-11-29T11:53:03.899420,rabbit,mixed,2.1,young,1.9,['excessive scratching'],"Concerned about my rabbit (mixed, 2.1yo) showing signs of excessive scratching. Has been going on for 2 days. Very worried.",moderate,3,28,False,True,['ear infections']
2255,2025-08-19T11:53:03.899428,rabbit,mixed,2.1,young,2.0,"['diarrhea', 'ear discharge', 'loss of appetite']","mixed rabbit with diarrhea, ear discharge, loss of appetite. Age: 2.1 years. Started today. Seems to be getting worse.",moderate,3,30,False,False,[]
2256,2025-08-15T11:53:03.899441,dog,Beagle,13.7,senior,28.1,"['vomiting', 'drinking more water than usual', 'minor limping', 'lethargy']","Beagle dog with vomiting, drinking more water than usual, minor limping, lethargy. Age: 13.7 years. Progressive over 3 days. Seems to be getting worse.",moderate,3,18,False,False,['cancer remission']
2257,2024-12-25T11:53:03.899451,guinea pig,mixed,9.2,senior,0.8,"['severe bleeding', 'seizures', 'unable to urinate']","My 9.2 year old mixed guinea pig has been experiencing severe bleeding, seizures, unable to urinate. Symptoms for the past week. Very worried.",critical,5,2,True,True,"['ear infections', 'diabetes', 'anxiety']"
2258,2025-01-13T11:53:03.899460,dog,Husky,0.4,puppy,7.6,"['diet advice needed', 'vaccination due', 'routine checkup', 'minor limping']","Concerned about my dog (Husky, 0.4yo) showing signs of diet advice needed, vaccination due, routine checkup, minor limping. Has been going on for 2 days. Very worried.",low,2,58,False,False,[]
2259,2024-11-09T11:53:03.899467,hamster,mixed,13.0,senior,0.1,"['minor eye discharge', 'sneezing', 'urinating more frequently']","My 13.0 year old mixed hamster has been experiencing minor eye discharge, sneezing, urinating more frequently. Has been going on for 2 days. Is this an emergency?",moderate,3,25,False,False,[]
2260,2024-10-27T11:53:03.899475,dog,Poodle,13.7,senior,30.5,"['mild coughing', 'minor limping']","Patient is a Poodle dog, 13.7 years old, presenting with mild coughing, minor limping. Noticed yesterday. Should we come in immediately?",moderate,3,36,False,True,[]
2261,2025-03-30T11:53:03.899484,dog,Poodle,15.4,geriatric,26.2,['vomiting'],"Patient is a Poodle dog, 15.4 years old, presenting with vomiting. Progressive over 3 days. Is this an emergency?",moderate,4,13,True,False,[]
2262,2025-06-29T11:53:03.899494,hamster,mixed,6.1,adult,0.2,"['mild scratching', 'weight management consultation', 'persistent coughing']","mixed hamster with mild scratching, weight management consultation, persistent coughing. Age: 6.1 years. Started today. Please advise urgency.",low,1,194,False,False,[]
2263,2025-03-24T11:53:03.899501,cat,Maine Coon,15.9,geriatric,5.0,['dental cleaning inquiry'],"Patient is a Maine Coon cat, 15.9 years old, presenting with dental cleaning inquiry. Noticed yesterday. Please advise urgency.",low,3,37,False,False,[]
2264,2024-11-25T11:53:03.899510,guinea pig,mixed,3.4,adult,1.1,"['vaccination due', 'weight management consultation', 'excessive panting']","Patient is a mixed guinea pig, 3.4 years old, presenting with vaccination due, weight management consultation, excessive panting. Started today. Should we come in immediately?",low,1,150,False,True,['ear infections']
2265,2025-08-10T11:53:03.899518,guinea pig,mixed,3.8,adult,1.1,"['grooming required', 'nail trimming needed']","Concerned about my guinea pig (mixed, 3.8yo) showing signs of grooming required, nail trimming needed. Started today. Should we come in immediately?",low,1,219,False,False,[]
2266,2024-12-21T11:53:03.899525,cat,Siamese,0.2,kitten,3.1,"['dental cleaning inquiry', 'diet advice needed', 'mild scratching']","My 0.2 year old Siamese cat has been experiencing dental cleaning inquiry, diet advice needed, mild scratching. Progressive over 3 days. Is this an emergency?",low,2,85,False,False,['hip dysplasia']
2267,2024-10-23T11:53:03.899534,cat,Siamese,19.0,geriatric,4.6,"['diet advice needed', 'mild scratching']","Concerned about my cat (Siamese, 19.0yo) showing signs of diet advice needed, mild scratching. Symptoms for the past week. Should we come in immediately?",low,3,44,False,True,[]
2268,2025-01-24T11:53:03.899541,cat,British Shorthair,1.5,young,4.3,"['behavioral consultation', 'mild scratching', 'bad breath']","My 1.5 year old British Shorthair cat has been experiencing behavioral consultation, mild scratching, bad breath. Started today. Is this an emergency?",low,2,87,False,True,[]
2269,2024-12-17T11:53:03.899549,dog,Pug,4.3,adult,14.5,"['minor eye discharge', 'loss of appetite']","Concerned about my dog (Pug, 4.3yo) showing signs of minor eye discharge, loss of appetite. Started today. Is this an emergency?",moderate,2,111,False,True,[]
2270,2025-04-23T11:53:03.899556,dog,Golden Retriever,16.6,geriatric,15.9,"['eye discharge with squinting', 'sudden behavior change']","My 16.6 year old Golden Retriever dog has been experiencing eye discharge with squinting, sudden behavior change. Noticed yesterday. Is this an emergency?",urgent,5,0,True,False,"['allergies', 'thyroid issues']"
2271,2025-06-18T11:53:03.899564,hamster,mixed,2.8,young,0.1,['grooming required'],mixed hamster with grooming required. Age: 2.8 years. Has been going on for 2 days. Very worried.,low,2,118,False,True,[]
2272,2025-05-22T11:53:03.899571,bird,mixed,1.2,young,0.1,"['difficulty swallowing', 'sudden behavior change', 'swollen face']","Patient is a mixed bird, 1.2 years old, presenting with difficulty swallowing, sudden behavior change, swollen face. Symptoms for the past week. Very worried.",urgent,4,8,True,True,[]
2273,2024-09-21T11:53:03.899580,dog,German Shepherd,2.8,young,37.7,"['behavioral consultation', 'dental cleaning inquiry', 'mild scratching', 'weight management consultation']","Concerned about my dog (German Shepherd, 2.8yo) showing signs of behavioral consultation, dental cleaning inquiry, mild scratching, weight management consultation. Just started an hour ago. Seems to be getting worse.",low,2,113,False,False,"['obesity', 'allergies', 'arthritis']"
2274,2024-09-17T11:53:03.899588,rabbit,mixed,14.4,senior,1.6,"['limping severely', 'difficulty swallowing', 'vomiting blood', 'sudden behavior change']","mixed rabbit with limping severely, difficulty swallowing, vomiting blood, sudden behavior change. Age: 14.4 years. Has been going on for 2 days. Pet is distressed.",urgent,5,2,True,False,[]
2275,2025-03-03T11:53:03.899595,guinea pig,mixed,1.1,young,0.8,['paralysis'],mixed guinea pig with paralysis. Age: 1.1 years. Noticed yesterday. Please advise urgency.,critical,5,5,True,False,[]
2276,2024-12-02T11:53:03.899602,cat,British Shorthair,0.9,kitten,1.8,['sudden behavior change'],"Patient is a British Shorthair cat, 0.9 years old, presenting with sudden behavior change. Has been going on for 2 days. Seems to be getting worse.",urgent,4,6,True,True,[]
2277,2025-04-06T11:53:03.899611,cat,Ragdoll,11.4,senior,4.4,"['excessive panting', 'limping severely', 'sudden behavior change', 'unconscious']","Patient is a Ragdoll cat, 11.4 years old, presenting with excessive panting, limping severely, sudden behavior change, unconscious. Symptoms for the past week. Very worried.",urgent,5,3,True,True,"['heart murmur', 'anxiety']"
2278,2025-04-26T11:53:03.899620,cat,Persian,0.1,kitten,2.3,"['excessive scratching', 'diarrhea', 'eye discharge with squinting']","My 0.1 year old Persian cat has been experiencing excessive scratching, diarrhea, eye discharge with squinting. Noticed yesterday. Seems to be getting worse.",moderate,3,31,False,False,[]
2279,2024-10-24T11:53:03.899628,hamster,mixed,3.0,young,0.2,"['mild coughing', 'sneezing']","Patient is a mixed hamster, 3.0 years old, presenting with mild coughing, sneezing. Has been going on for 2 days. Very worried.",moderate,3,16,False,True,[]
2280,2025-08-01T11:53:03.899635,guinea pig,mixed,3.4,adult,1.0,"['bloody diarrhea', 'moderate bleeding']","Patient is a mixed guinea pig, 3.4 years old, presenting with bloody diarrhea, moderate bleeding. Noticed yesterday. Should we come in immediately?",urgent,3,33,False,False,[]
2281,2025-05-17T11:53:03.899642,bird,mixed,3.0,adult,0.3,['urinating more frequently'],mixed bird with urinating more frequently. Age: 3.0 years. Just started an hour ago. Very worried.,moderate,2,100,False,False,['diabetes']
2282,2024-10-07T11:53:03.899650,cat,Scottish Fold,0.8,kitten,1.8,['sneezing'],Scottish Fold cat with sneezing. Age: 0.8 years. Started today. Please advise urgency.,moderate,3,40,False,True,"['obesity', 'cancer remission', 'ear infections']"
2283,2025-03-14T11:53:03.899659,dog,Golden Retriever,11.3,senior,19.6,['diet advice needed'],Golden Retriever dog with diet advice needed. Age: 11.3 years. Just started an hour ago. Is this an emergency?,low,2,51,False,True,"['skin condition', 'heart murmur']"
2284,2025-06-20T11:53:03.899667,dog,Husky,18.4,geriatric,28.7,"['sudden behavior change', 'difficulty swallowing']","Husky dog with sudden behavior change, difficulty swallowing. Age: 18.4 years. Has been going on for 2 days. Seems to be getting worse.",urgent,5,2,True,False,[]
2285,2025-06-15T11:53:03.899674,dog,Poodle,13.0,senior,30.6,['lethargy'],My 13.0 year old Poodle dog has been experiencing lethargy. Started today. Very worried.,moderate,3,15,False,True,[]
2286,2025-05-25T11:53:03.899682,hamster,mixed,2.2,young,0.1,"['mild coughing', 'urinating more frequently', 'ear discharge']","Patient is a mixed hamster, 2.2 years old, presenting with mild coughing, urinating more frequently, ear discharge. Started today. Is this an emergency?",moderate,3,32,False,True,[]
2287,2025-01-26T11:53:03.899689,dog,Pug,5.1,adult,17.5,"['behavioral consultation', 'dental cleaning inquiry', 'routine checkup']","Patient is a Pug dog, 5.1 years old, presenting with behavioral consultation, dental cleaning inquiry, routine checkup. Noticed yesterday. Should we come in immediately?",low,1,212,False,True,[]
2288,2025-06-16T11:53:03.899698,dog,Chihuahua,2.6,young,5.5,"['sudden behavior change', 'sneezing']","My 2.6 year old Chihuahua dog has been experiencing sudden behavior change, sneezing. Just started an hour ago. Is this an emergency?",urgent,4,9,True,False,['ear infections']
2289,2025-06-13T11:53:03.899707,bird,mixed,2.7,young,0.3,"['vaccination due', 'weight management consultation', 'dental cleaning inquiry', 'grooming required', 'limping severely']","mixed bird with vaccination due, weight management consultation, dental cleaning inquiry, grooming required, limping severely. Age: 2.7 years. Noticed yesterday. Pet is distressed.",low,2,56,False,True,[]
2290,2025-06-05T11:53:03.899716,rabbit,mixed,2.4,young,3.4,"['sneezing', 'minor eye discharge', 'urinating more frequently', 'unconscious']","My 2.4 year old mixed rabbit has been experiencing sneezing, minor eye discharge, urinating more frequently, unconscious. Progressive over 3 days. Please advise urgency.",moderate,3,25,False,True,['heart murmur']
2291,2025-01-18T11:53:03.899723,hamster,mixed,2.6,young,0.1,['drinking more water than usual'],"Patient is a mixed hamster, 2.6 years old, presenting with drinking more water than usual. Noticed yesterday. Please advise urgency.",moderate,3,22,False,True,"['eye problems', 'hip dysplasia']"
2292,2024-10-03T11:53:03.899732,rabbit,mixed,8.3,senior,2.2,"['lethargy', 'unable to urinate']","mixed rabbit with lethargy, unable to urinate. Age: 8.3 years. Has been going on for 2 days. Should we come in immediately?",moderate,3,19,False,True,"['dental disease', 'cancer remission']"
2293,2025-01-12T11:53:03.899741,hamster,mixed,2.9,young,0.2,"['sudden behavior change', 'limping severely', 'swollen face', 'difficulty swallowing']","Concerned about my hamster (mixed, 2.9yo) showing signs of sudden behavior change, limping severely, swollen face, difficulty swallowing. Started today. Seems to be getting worse.",urgent,4,9,True,False,[]
2294,2024-09-10T11:53:03.899749,dog,Dachshund,2.5,young,26.6,"['loss of appetite', 'minor eye discharge', 'ear discharge', 'vomiting', 'pale gums']","Patient is a Dachshund dog, 2.5 years old, presenting with loss of appetite, minor eye discharge, ear discharge, vomiting, pale gums. Noticed yesterday. Very worried.",moderate,3,28,False,True,['cancer remission']
2295,2025-01-20T11:53:03.899759,dog,Pug,11.1,senior,17.2,"['excessive drooling', 'limping severely', 'difficulty defecating', 'eye discharge with squinting', 'difficulty breathing']","Concerned about my dog (Pug, 11.1yo) showing signs of excessive drooling, limping severely, difficulty defecating, eye discharge with squinting, difficulty breathing. Symptoms for the past week. Please advise urgency.",urgent,5,1,True,False,[]
2296,2025-03-03T11:53:03.899767,dog,Bulldog,0.5,puppy,9.4,"['diarrhea', 'vomiting']","Concerned about my dog (Bulldog, 0.5yo) showing signs of diarrhea, vomiting. Progressive over 3 days. Pet is distressed.",moderate,3,31,False,True,[]
2297,2025-01-08T11:53:03.899775,hamster,mixed,4.2,adult,0.1,"['ear discharge', 'behavioral consultation']","Concerned about my hamster (mixed, 4.2yo) showing signs of ear discharge, behavioral consultation. Symptoms for the past week. Please advise urgency.",moderate,2,75,False,True,['eye problems']
